 ,Label,Track_ID,BiologicalReplicate,PaqaArea,PaqaMean,PaqaTotalFluorescence,PaqaMin,PaqaMax,PaqaStd,rfpArea,rfpMean,rfpTotalFluorescence,rfpMin,rfpMax,rfpStd,PaQa_RFP_ratio,Strain,Reporter,TimePoint,TeckRep
1,pilT-pilA-fliC-_PaQa_2h.nd2 - C=2.tif,0,1,2.74625,31.961540000000003,87.77438000000001,7,69,16.74152,4.54188,171.2093,777.61129,19,382,96.43047,0.11288,pilT-pilA-fliC-,PaQa,2,1
2,pilT-pilA-fliC-_PaQa_2h.nd2 - C=2.tif,1,1,4.96438,37.3617,185.47751,5,85,21.23003,3.9081300000000003,159.16216,622.02566,30,339,94.44443000000001,0.29818,pilT-pilA-fliC-,PaQa,2,1
3,pilT-pilA-fliC-_PaQa_2h.nd2 - C=2.tif,7,1,2.32375,34.363640000000004,79.8525,3,56,13.0404,2.0068799999999998,134.63158,270.18876,45,296,66.94128,0.29554,pilT-pilA-fliC-,PaQa,2,1
4,pilT-pilA-fliC-_PaQa_2h.nd2 - C=2.tif,8,1,5.07,40.8125,206.91939,7,84,19.99325,5.28125,159.88,844.36629,28,347,97.91471999999999,0.24506,pilT-pilA-fliC-,PaQa,2,1
5,pilT-pilA-fliC-_PaQa_2h.nd2 - C=2.tif,9,1,5.80938,29.290909999999997,170.16188,4,64,14.7129,2.32375,77.18182,179.35126,32,136,34.955259999999996,0.94876,pilT-pilA-fliC-,PaQa,2,1
6,pilT-pilA-fliC-_PaQa_2h.nd2 - C=2.tif,11,1,3.06313,46.55172,142.59376,18,74,14.44098,3.4856300000000005,202.51515,705.8919099999999,61,298,63.02535,0.20201,pilT-pilA-fliC-,PaQa,2,1
7,pilT-pilA-fliC-_PaQa_2h.nd2 - C=2.tif,13,1,4.225,40.35,170.47876000000002,7,77,19.517970000000002,2.42938,97.21739000000001,236.17751,31,264,57.10115,0.72182,pilT-pilA-fliC-,PaQa,2,1
8,pilT-pilA-fliC-_PaQa_2h.nd2 - C=2.tif,18,1,2.535,44.0,111.54001000000001,18,80,17.86909,2.32375,175.0,406.65627,59,312,93.81745,0.27429000000000003,pilT-pilA-fliC-,PaQa,2,1
9,pilT-pilA-fliC-_PaQa_2h.nd2 - C=2.tif,34,1,1.90125,50.88889,96.7525,20,89,20.3669,2.1125,169.65,358.38563999999997,80,324,73.61584,0.26997,pilT-pilA-fliC-,PaQa,2,1
10,pilT-pilA-fliC-_PaQa_2h.nd2 - C=2.tif,36,1,2.32375,48.272729999999996,112.17376000000002,13,99,25.17213,2.21813,173.04762,383.84127,66,351,89.14621,0.29224,pilT-pilA-fliC-,PaQa,2,1
11,pilT-pilA-fliC-_PaQa_2h.nd2 - C=2.tif,43,1,4.33063,50.31707,217.90438999999998,17,102,22.775470000000002,4.54188,172.51163,783.52629,48,328,89.06482,0.27810999999999997,pilT-pilA-fliC-,PaQa,2,1
12,pilT-pilA-fliC-_PaQa_2h.nd2 - C=2.tif,45,1,2.9575,35.89286,106.15313,9,73,19.180120000000002,2.64063,115.64,305.36189,41,234,56.03487,0.34763,pilT-pilA-fliC-,PaQa,2,1
13,pilT-pilA-fliC-_PaQa_2h.nd2 - C=2.tif,48,1,3.06313,45.7931,140.27001,15,83,19.23609,3.27438,160.12903,524.32253,46,323,70.30776999999999,0.26753000000000005,pilT-pilA-fliC-,PaQa,2,1
14,pilT-pilA-fliC-_PaQa_2h.nd2 - C=2.tif,67,1,3.9081300000000003,56.94595,222.55189,12,122,27.03285,2.85188,105.44443999999999,300.71439,39,244,51.092929999999996,0.7400800000000001,pilT-pilA-fliC-,PaQa,2,1
