 ,Label,Track_ID,BiologicalReplicate,PaqaArea,PaqaMean,PaqaTotalFluorescence,PaqaMin,PaqaMax,PaqaStd,rfpArea,rfpMean,rfpTotalFluorescence,rfpMin,rfpMax,rfpStd,PaQa_RFP_ratio,Strain,Reporter,TimePoint,TeckRep
1,pilT-pilA-fliC-_PaQa_3h.nd2 - C=2.tif,7,1,2.64063,52.2,137.84063,17,91,23.00725,2.32375,201.04545,467.1794,71,468,115.26263,0.29505,pilT-pilA-fliC-,PaQa,3,1
2,pilT-pilA-fliC-_PaQa_3h.nd2 - C=2.tif,16,1,4.43625,33.2619,147.55813,9,105,20.02567,2.85188,80.33333,229.10064,19,206,49.26303,0.64408,pilT-pilA-fliC-,PaQa,3,1
3,pilT-pilA-fliC-_PaQa_3h.nd2 - C=2.tif,21,1,4.6475,47.022729999999996,218.53814,21,88,16.05295,2.9575,195.67857,578.7194,124,300,49.608129999999996,0.37761999999999996,pilT-pilA-fliC-,PaQa,3,1
4,pilT-pilA-fliC-_PaQa_3h.nd2 - C=2.tif,24,1,4.85875,45.3913,220.54501000000002,15,75,16.62057,3.06313,151.10345,462.84877,70,281,60.67321,0.47648999999999997,pilT-pilA-fliC-,PaQa,3,1
5,pilT-pilA-fliC-_PaQa_3h.nd2 - C=2.tif,35,1,3.27438,42.451609999999995,139.00251,11,95,20.98545,2.9575,153.67857,454.5044,53,304,79.11785,0.30583,pilT-pilA-fliC-,PaQa,3,1
6,pilT-pilA-fliC-_PaQa_3h.nd2 - C=2.tif,40,1,2.9575,43.10714,127.48938000000001,6,85,21.88072,3.16875,176.26667,558.54503,31,368,102.59425999999999,0.22825,pilT-pilA-fliC-,PaQa,3,1
7,pilT-pilA-fliC-_PaQa_3h.nd2 - C=2.tif,51,1,2.64063,47.76,126.11626000000001,16,98,21.712670000000003,2.535,165.04166999999998,418.38065,78,334,79.77113,0.30144,pilT-pilA-fliC-,PaQa,3,1
8,pilT-pilA-fliC-_PaQa_3h.nd2 - C=2.tif,52,1,4.43625,38.0,168.57751000000002,18,76,13.378179999999999,3.16875,124.86667,395.67127,63,233,42.802459999999996,0.42605,pilT-pilA-fliC-,PaQa,3,1
9,pilT-pilA-fliC-_PaQa_3h.nd2 - C=2.tif,57,1,2.21813,41.33333,91.6825,8,84,19.5559,2.1125,131.1,276.94876,46,260,64.39263000000001,0.33105,pilT-pilA-fliC-,PaQa,3,1
10,pilT-pilA-fliC-_PaQa_3h.nd2 - C=2.tif,78,1,3.06313,46.44828,142.27688,12,106,22.411070000000002,2.42938,185.08696,449.64565,53,383,98.02129000000001,0.31642,pilT-pilA-fliC-,PaQa,3,1
11,pilT-pilA-fliC-_PaQa_3h.nd2 - C=2.tif,80,1,2.74625,50.26923,138.05188,20,101,24.59359,2.42938,213.17391,517.8794,76,522,126.89496000000001,0.26657,pilT-pilA-fliC-,PaQa,3,1
12,pilT-pilA-fliC-_PaQa_3h.nd2 - C=2.tif,81,1,5.07,16.29167,82.59875,4,42,7.2286600000000005,7.39375,22.04286,162.97938,5,41,8.00441,0.5068,pilT-pilA-fliC-,PaQa,3,1
