 ,Label,Track_ID,BiologicalReplicate,PaqaArea,PaqaMean,PaqaTotalFluorescence,PaqaMin,PaqaMax,PaqaStd,rfpArea,rfpMean,rfpTotalFluorescence,rfpMin,rfpMax,rfpStd,PaQa_RFP_ratio,Strain,Reporter,TimePoint,TeckRep
1,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,0,1,4.43625,38.595240000000004,171.21813,7,71,18.29975,2.9575,124.82143,369.15939,45,268,66.3275,0.46381000000000006,pilG-fliC-,PaQa,0,1
2,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,1,1,3.9081300000000003,42.7027,166.88751000000002,5,96,24.9108,4.33063,160.95122,697.01941,32,377,107.95855,0.23943000000000003,pilG-fliC-,PaQa,0,1
3,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,2,1,1.90125,45.55556,86.6125,18,98,23.34957,1.69,153.375,259.20376,49,289,75.47261999999999,0.33415,pilG-fliC-,PaQa,0,1
4,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,3,1,3.9081300000000003,47.16216,184.31563,17,86,20.58925,2.42938,119.65217,290.68001,41,279,64.39834,0.63408,pilG-fliC-,PaQa,0,1
5,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,7,1,2.64063,46.2,121.99688,17,89,21.258329999999997,2.535,120.45833,305.36189,48,204,53.04959,0.39952,pilG-fliC-,PaQa,0,1
6,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,8,1,3.4856300000000005,43.24242,150.72688,19,85,19.049329999999998,4.1193800000000005,113.17948999999999,466.22877,25,270,66.40302,0.32329,pilG-fliC-,PaQa,0,1
7,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,9,1,4.01375,51.18421,205.44064,7,112,29.777420000000003,3.38,176.5,596.57003,22,443,120.6437,0.34437,pilG-fliC-,PaQa,0,1
8,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,12,1,2.9575,37.32143,110.37813,10,87,20.237579999999998,2.535,135.25,342.85877,45,281,73.57945,0.32193,pilG-fliC-,PaQa,0,1
9,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,14,1,2.74625,51.92308,142.59376,13,107,24.579539999999998,2.85188,151.22222,431.2669,40,300,68.31563,0.33064,pilG-fliC-,PaQa,0,1
10,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,15,1,1.90125,43.38889,82.49313000000001,17,80,16.39275,2.21813,123.28571000000001,273.46314,55,287,59.68094,0.30166,pilG-fliC-,PaQa,0,1
