 ,Label,Track_ID,BiologicalReplicate,PaqaArea,PaqaMean,PaqaTotalFluorescence,PaqaMin,PaqaMax,PaqaStd,rfpArea,rfpMean,rfpTotalFluorescence,rfpMin,rfpMax,rfpStd,PaQa_RFP_ratio,Strain,Reporter,TimePoint,TeckRep
1,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,11,1,5.17563,28.85714,149.35376000000002,13,61,10.8282,2.535,100.75,255.40126,56,162,24.8548,0.58478,pilG-fliC-,PaQa,2,1
2,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,19,1,1.47875,32.35714,47.84813,11,47,11.11207,1.90125,144.05556,273.88563999999997,57,325,65.84605,0.1747,pilG-fliC-,PaQa,2,1
3,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,27,1,3.9081300000000003,27.837840000000003,108.79376,9,45,10.4097,2.85188,92.44444,263.64001,50,143,25.69246,0.41266,pilG-fliC-,PaQa,2,1
4,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,29,1,4.6475,27.22727,126.53876000000001,12,45,8.97507,2.85188,91.14815,259.94313999999997,45,149,26.62518,0.48678999999999994,pilG-fliC-,PaQa,2,1
5,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,36,1,2.85188,34.62963,98.75938000000001,9,54,10.96199,2.535,129.79166999999998,329.02189,58,210,46.01605,0.30016,pilG-fliC-,PaQa,2,1
6,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,44,1,3.59125,39.32353,141.22063,12,95,21.3353,2.32375,185.18182,430.31627000000003,62,440,118.44573999999999,0.32818,pilG-fliC-,PaQa,2,1
7,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,58,1,3.8025,47.88889,182.09751,16,94,20.98949,3.69688,160.4,592.97878,57,324,78.96433,0.30709000000000003,pilG-fliC-,PaQa,2,1
8,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,64,1,3.38,36.0625,121.89126,6,78,16.844520000000003,2.0068799999999998,121.73683999999999,244.31063999999998,53,222,48.319359999999996,0.49892,pilG-fliC-,PaQa,2,1
9,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,67,1,4.6475,33.84091,157.27563,13,54,12.37579,2.1125,98.35,207.76439,35,166,41.6581,0.7569899999999999,pilG-fliC-,PaQa,2,1
10,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,72,1,2.64063,32.6,86.08438000000001,11,61,12.51666,1.90125,101.0,192.02626,51,197,40.29596,0.44828999999999997,pilG-fliC-,PaQa,2,1
11,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,87,1,4.96438,35.48936,176.18251,11,69,15.593860000000001,4.33063,129.4878,560.76315,39,248,58.8711,0.31418,pilG-fliC-,PaQa,2,1
12,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,94,1,2.74625,61.30769,168.36626,17,138,35.81706,2.535,303.5,769.3725400000001,61,792,221.94104,0.21884,pilG-fliC-,PaQa,2,1
13,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,96,1,4.7531300000000005,43.155559999999994,205.12376,9,73,16.04391,3.4856300000000005,159.54545,556.11565,42,264,55.49329,0.36885,pilG-fliC-,PaQa,2,1
14,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,98,1,3.4856300000000005,46.18182,160.97251,12,88,23.21025,3.9081300000000003,166.37838,650.22753,48,381,97.37366,0.24756,pilG-fliC-,PaQa,2,1
15,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,103,1,2.1125,33.1,69.92375,11,56,12.577760000000001,2.64063,244.2,644.84066,73,593,156.52928,0.10844000000000001,pilG-fliC-,PaQa,2,1
16,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,112,1,3.38,42.65625,144.17813,11,77,19.11022,3.69688,148.17143000000002,547.7712799999999,37,318,83.48881,0.26321,pilG-fliC-,PaQa,2,1
17,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,118,1,3.16875,35.16667,111.43438,11,82,17.86363,2.9575,141.5,418.48627,50,284,75.17018,0.26628,pilG-fliC-,PaQa,2,1
18,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,128,1,4.54188,39.69767,180.30188,14,83,16.55659,4.01375,135.52632,543.96878,43,252,65.11061,0.33146,pilG-fliC-,PaQa,2,1
19,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,131,1,4.43625,36.47619,161.81751,9,75,15.41814,4.54188,126.16278999999999,573.01565,15,264,66.30124,0.2824,pilG-fliC-,PaQa,2,1
20,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,141,1,5.386880000000001,34.92157,188.11813,8,68,16.86042,2.74625,126.46153999999999,347.29502,36,252,67.6782,0.54167,pilG-fliC-,PaQa,2,1
21,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,145,1,4.1193800000000005,47.02564,193.71626,10,104,23.444770000000002,4.01375,167.73684,673.25378,31,391,100.48711,0.28773000000000004,pilG-fliC-,PaQa,2,1
22,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,151,1,3.59125,47.941179999999996,172.16876000000002,15,108,25.380670000000002,3.4856300000000005,181.42424,632.37691,35,422,113.51956000000001,0.27226,pilG-fliC-,PaQa,2,1
23,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,153,1,3.9081300000000003,44.78378,175.02063,12,85,20.26784,4.6475,137.84091,640.6156599999999,38,286,76.47038,0.27321,pilG-fliC-,PaQa,2,1
24,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,156,1,3.8025,31.944440000000004,121.46876,9,74,14.71626,3.06313,129.06897,395.35438999999997,64,254,44.04619,0.30724,pilG-fliC-,PaQa,2,1
25,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,159,1,4.1193800000000005,42.41026,174.70376000000002,10,82,20.22208,4.33063,148.04878,641.14378,28,358,95.32889,0.27249,pilG-fliC-,PaQa,2,1
26,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,160,1,4.54188,48.34884,219.59439,5,94,24.660439999999998,3.59125,186.55882,669.9794099999999,46,381,97.93789,0.32776,pilG-fliC-,PaQa,2,1
27,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,161,1,2.9575,36.89286,109.11063,10,67,14.00619,3.4856300000000005,149.51515,521.15378,51,322,77.04549,0.20936,pilG-fliC-,PaQa,2,1
28,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,180,1,2.85188,39.40741,112.38501000000001,14,76,15.685020000000002,2.74625,157.34615,432.1119,61,312,72.15756999999999,0.26008000000000003,pilG-fliC-,PaQa,2,1
29,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,189,1,4.54188,42.90698,194.87813,11,94,22.47307,4.225,148.4,626.9900299999999,38,290,77.48939,0.31082,pilG-fliC-,PaQa,2,1
30,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,192,1,5.07,43.3125,219.59439,9,84,20.32623,4.6475,140.65909,653.71316,20,298,83.62734,0.33592,pilG-fliC-,PaQa,2,1
31,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,195,1,2.32375,55.681819999999995,129.39063000000002,22,113,26.64115,2.1125,146.9,310.32627,39,308,79.6855,0.41695,pilG-fliC-,PaQa,2,1
32,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,196,1,6.654380000000001,15.20635,101.18876,2,32,6.43117,2.1125,25.85,54.60813,14,34,5.78815,1.853,pilG-fliC-,PaQa,2,1
33,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,205,1,4.1193800000000005,46.76923,192.66001,12,86,21.387970000000003,2.64063,129.76,342.64752000000004,30,301,79.96264000000001,0.5622699999999999,pilG-fliC-,PaQa,2,1
34,pilG-fliC-_PaQa_2h.nd2 - C=2.tif,206,1,5.07,52.770830000000004,267.54814,15,98,25.41338,4.54188,158.25581,718.77816,19,325,93.90093,0.37223,pilG-fliC-,PaQa,2,1
