 ,Label,Track_ID,BiologicalReplicate,PaqaArea,PaqaMean,PaqaTotalFluorescence,PaqaMin,PaqaMax,PaqaStd,rfpArea,rfpMean,rfpTotalFluorescence,rfpMin,rfpMax,rfpStd,PaQa_RFP_ratio,Strain,Reporter,TimePoint,TeckRep
1,fliC-_PaQa_3h.nd2 - C=2.tif,10,1,1.69,175.75,297.01751,71,352,95.56813000000001,1.90125,154.38889,293.53189,58,354,95.848,1.01187,fliC-,PaQa,3,1
2,fliC-_PaQa_3h.nd2 - C=2.tif,25,1,2.74625,273.57692000000003,751.31066,148,563,107.22208,2.9575,127.71428999999999,377.71502000000004,70,254,50.31814,1.9890900000000002,fliC-,PaQa,3,1
3,fliC-_PaQa_3h.nd2 - C=2.tif,27,1,0.95063,171.22222,162.76813,87,253,49.57262,1.58438,237.4,376.13063999999997,108,356,90.13625,0.43273999999999996,fliC-,PaQa,3,1
4,fliC-_PaQa_3h.nd2 - C=2.tif,31,1,2.74625,95.34615,261.84439,56,179,31.586,2.64063,116.72,308.21377,57,239,40.53653,0.84955,fliC-,PaQa,3,1
5,fliC-_PaQa_3h.nd2 - C=2.tif,50,1,2.85188,91.96296,262.26689,48,132,21.8447,2.64063,159.72,421.76065,95,279,52.74508,0.62184,fliC-,PaQa,3,1
6,fliC-_PaQa_3h.nd2 - C=2.tif,68,1,2.64063,270.44,714.1306599999999,110,476,116.49573999999998,2.64063,186.72,493.05752,63,323,80.19483000000001,1.4483700000000002,fliC-,PaQa,3,1
7,fliC-_PaQa_3h.nd2 - C=2.tif,77,1,2.85188,185.48148,528.97003,79,340,82.00299,2.74625,159.92308,439.18877000000003,48,291,77.60511,1.20443,fliC-,PaQa,3,1
8,fliC-_PaQa_3h.nd2 - C=2.tif,87,1,2.535,138.04166999999998,349.93564,42,259,60.82153,3.38,255.0,861.90004,60,557,143.12233,0.406,fliC-,PaQa,3,1
9,fliC-_PaQa_3h.nd2 - C=2.tif,93,1,1.90125,198.27778,376.97564,91,306,66.71608,3.16875,185.73333,588.5425299999999,69,355,77.79856,0.64052,fliC-,PaQa,3,1
10,fliC-_PaQa_3h.nd2 - C=2.tif,98,1,3.27438,201.96774,661.3181599999999,122,348,50.105540000000005,2.74625,280.0,768.9500400000001,171,440,82.51496999999999,0.86003,fliC-,PaQa,3,1
11,fliC-_PaQa_3h.nd2 - C=2.tif,105,1,2.32375,105.45455,245.05001000000001,34,276,69.54665,3.8025,219.38889,834.2262900000001,40,544,154.03697,0.29375,fliC-,PaQa,3,1
